0.11659,-0.37864,-0.014917,0.053115,0.038613,0.36217
-0.0079825,-0.083689,-0.053984,-0.017401,0.005874,-0.0063319
0.06086,0.015116,0.019273,0.0069689,-0.0031611,-0.030327
0.055093,-0.10027,0.032343,0.10469,-0.022228,-0.26455
0.12789,-0.52946,0.080234,-0.041221,-0.010959,-0.16003
0.14184,0.15867,-0.037844,0.029895,-0.063068,-0.29854
-0.019696,-0.34892,-0.11372,-0.023424,0.021936,0.065109
0.40562,0.34152,-0.15988,-0.13236,-0.08613,-0.34492
0.024136,0.032557,-0.082059,-0.0098501,0.059888,0.1964
-0.0057144,-0.20793,0.028539,0.1346,0.017132,0.11352
-0.17012,-0.0084307,-0.16459,0.06122,0.09311,-0.25977
0.016666,0.26564,-0.43614,0.72591,-0.13834,0.30667
0.30082,0.012225,0.099837,0.044263,-0.050888,-0.11712
0.15419,-0.067286,-0.059774,-0.037644,0.012308,-0.13162
0.12763,-0.20301,0.13431,-0.013102,-0.0043814,-0.065763
-0.033438,0.022858,-0.046114,-0.0084161,0.0034717,0.0081263
-0.055971,-0.01991,0.00048555,0.010902,0.015222,0.08723
-0.1239,-0.067405,-0.10327,-0.10476,-0.029608,0.3617
0.0020626,-0.040128,0.0079348,0.10848,-0.0063219,0.009824
-0.032463,-0.021372,0.13716,0.17781,0.032837,0.10079
0.11452,0.00074104,0.0048075,-0.00094729,0.008758,0.08137
0.054653,0.16904,-0.096903,-0.04717,-0.014276,-0.066927
0.032852,0.44667,-0.043513,0.046971,-0.011525,0.36501
0.028462,0.024892,-0.11616,-0.009523,-0.0039781,0.020219
-0.13137,0.12771,-0.097175,0.048612,0.068094,-0.048439
-0.0022736,0.075311,0.0067936,-0.0078993,-0.00040911,0.00069216
-0.00040378,-0.00051639,0.001205,8.3931e-005,-2.0803e-005,-7.4643e-005
-0.0089242,-0.18692,-0.07962,-0.12722,0.016376,-0.083372
0.010482,0.044467,-0.088992,-0.30157,-0.046853,0.0082662
0.0063451,0.01857,-0.0043063,0.00099357,4.6962e-005,0.00021127
0.00091035,0.090558,0.032718,0.074891,-0.0053762,0.032915
0.24766,-0.21996,-0.05567,-0.033612,0.016627,-0.45174
0.004697,0.35231,0.0016889,-0.021779,-0.0019524,0.012525
-0.047541,-0.55847,-0.30617,-0.26274,0.020016,-0.052078
0.067656,0.24164,0.1981,0.10487,-0.016408,0.029673
0.0014082,0.003895,0.083858,-0.0025519,0.0041984,0.027031
0.0006242,-0.030271,-0.011835,-0.0045403,7.5911e-005,-0.0018675
0.0048445,-0.001774,-0.026918,0.021738,-0.007181,-0.13879
0.0015154,-0.0236,-0.026158,-0.11103,0.0065463,-0.014266
-0.12637,0.0074194,-0.066012,-0.10756,-0.0057759,0.12334
0.057343,-0.15793,-0.007441,-0.080739,0.032008,0.18539
-0.0018353,-0.089309,-0.35804,-0.1113,0.0020395,0.010811
-0.050622,0.17161,-0.024904,-0.048218,-0.063326,0.18647
0.012073,-0.085863,0.030951,-0.0031873,-0.0031308,-0.0095906
0.16612,0.060956,0.054663,-0.012664,-0.039748,-0.047218
-0.060297,-0.13928,-0.11504,-0.011531,0.0075514,0.065049
0.0096807,-0.18384,-0.024928,0.0061816,0.0011853,-0.005703
-0.0063225,0.14688,0.037801,0.33764,0.06198,-0.12752
-0.01356,0.085923,0.063971,0.021531,-0.008998,-0.096323
0.0087655,0.17291,0.036863,0.0034643,0.00051204,0.0012073
