-0.22135,-0.43819,-0.022807,0.000278,-0.00051929,-0.0011786
-0.33004,0.043476,0.37787,0.0020972,-0.00034126,-0.00030728
-0.16918,0.19673,0.51414,0.52051,-0.042801,0.014313
-0.38775,0.2906,0.10006,0.0036089,-0.0025202,-0.0031275
0.30248,-0.15729,-0.33605,-0.014926,0.041564,-0.012034
-0.21591,0.41541,0.15575,-0.00011649,-0.00055305,-0.0015803
-0.048126,0.3401,0.35091,0.0023769,0.00062812,-0.00099241
-0.414,-0.19247,-0.07889,0.0042904,0.19316,-0.14099
0.18177,-0.36188,0.28982,0.0047748,0.00024771,-0.0001349
-0.39142,0.10705,0.29307,0.0043359,-0.0055525,0.0011075
-0.2827,0.15786,0.40706,-0.005612,-0.0022414,-0.00053619
-0.50653,-0.13453,0.2334,0.074601,-0.17696,0.08729
-0.074468,0.080817,0.50387,-0.074571,0.011828,-0.045253
-0.3403,0.20119,0.29282,-0.0095539,0.026375,-0.016339
-0.064609,-0.32844,-0.36908,0.0025338,-0.0037058,0.00048621
0.033971,-0.41696,-0.2552,0.0036363,0.00082668,-0.0018375
-0.44573,-0.060622,-0.20377,-0.012515,-0.030637,0.0024877
0.34077,-0.82773,-0.11243,-0.095195,0.4818,-0.25415
-0.0046615,0.28082,-0.35388,0.0052116,0.00013523,-0.00055862
-0.063653,-0.46875,-0.14025,-0.013163,-0.010823,0.0034593
-0.60936,1,0.011013,-0.31319,-0.92635,1
-0.35158,-0.092745,0.34789,0.016742,0.0038322,0.00055187
-0.35952,-0.35348,0.069478,-0.023667,-0.034618,0.014734
0.041209,-0.63873,-0.42622,0.57244,0.2747,-0.084217
0.43069,-0.26498,0.12229,0.0078575,-0.009315,-0.0021438
0.21594,-0.50675,-0.018882,0.035365,-0.07089,-0.012774
-0.41662,-0.037028,0.27435,0.0026183,-0.00030655,-5.1342e-005
-0.28785,0.052901,0.21722,-0.25957,-0.10177,0.019831
-0.3164,-0.35419,0.16518,0.028836,0.013884,0.011131
-0.12773,-0.29087,0.38381,0.0016881,8.9865e-005,-0.00011627
0.027943,0.017224,0.48792,0.010926,-0.0050306,-0.0036741
-0.33613,-0.32567,-0.18483,0.0049301,-0.013988,-0.0068468
-0.15736,-0.36713,-0.3028,0.0055381,-0.0081469,0.0044917
0.36935,-0.11641,0.25496,-0.058842,0.0063819,0.0038635
0.30976,0.37187,0.084291,0.0074663,0.0023224,-0.0059337
-0.020213,-0.20633,-0.45429,0.0046195,-0.0047006,-0.000586
-0.47044,-0.054854,0.13197,-0.012132,-0.011794,-0.0041428
-0.18125,0.42227,-0.19899,0.0069827,-0.001587,0.0016588
-0.063868,0.45093,-0.15275,-0.0077579,0.0045885,-0.00069373
-0.24098,-0.34781,0.26185,-0.0020357,-0.00050927,-0.00090683
-0.29472,0.30209,0.26652,0.0023805,-0.00043962,-0.00055431
-0.22689,-0.17506,0.39283,-0.0019392,0.0012256,0.00027459
-0.045124,-0.49261,0.050077,-0.0089568,0.0047032,-0.0056049
0.025424,-0.16886,0.46788,0.0057209,0.0010303,8.6998e-005
-0.47283,-0.1744,-0.095006,0.00059183,0.0010269,-0.0015316
-0.36385,-0.77333,-0.83001,-0.79876,0.61694,-0.096315
0.059313,0.070791,-0.47282,0.0024863,0.0031924,0.00074033
-0.27089,-0.26862,0.31695,-0.006881,0.0083543,-0.0056208
-0.062002,-0.42267,0.29428,-0.026952,0.034486,-0.023135
-0.44662,-0.25582,0.012668,-0.0038193,-0.0044424,0.0033424
